목적지명,목적지X좌표,목적지Y좌표,목적지시군구명,목적지읍면동명,대분류,중분류,소분류,방문건수
칠지공원,126.89900193868051,36.29027550746512,부여군,규암면,여행/레저,관광명소,공원,114
코우코우,126.89480065849811,36.190175596133926,부여군,임천면,생활편의,카페,카페기타,4
태극제약/부여공장,127.016713882182,36.2686119685946,부여군,초촌면,기업/단체,업종별기업,의약품,65
투썸플레이스/부여궁남점,126.91072326732848,36.2727775658512,부여군,부여읍,생활편의,카페,커피전문점,6
파라다이스모텔,126.911917551496,36.2791379592289,부여군,부여읍,여행/레저,숙박,모텔/여관,5
파리바게뜨/충남부여점,126.910778749692,36.2808044297369,부여군,부여읍,생활편의,음식점,제과점,3
파크아트빌라스,126.8972412322687,36.31636128839172,부여군,규암면,여행/레저,숙박,호텔,58
파크아트빌라스A,126.89714076900366,36.31660583044419,부여군,규암면,여행/레저,숙박,모텔/여관,3
판앤팜치유정원,126.7223796403238,36.18428660898202,부여군,옥산면,여행/레저,레저/스포츠,캠프장,3
팔충사,126.803344642722,36.1871200589696,부여군,충화면,여행/레저,관광명소,문화유적지,3
프린스모텔,126.913667364465,36.2828319926949,부여군,부여읍,여행/레저,숙박,모텔/여관,3
피크장모텔,126.91160332206778,36.277234264649394,부여군,부여읍,여행/레저,숙박,모텔/여관,3
핑크801수상레저,126.86877367330096,36.10599091357124,부여군,양화면,여행/레저,레저/스포츠,레저/스포츠기타,6
하나로마트/부여농협로컬푸드직매장,126.9309789,36.2847959,부여군,부여읍,쇼핑,슈퍼/마트,대형슈퍼,75
하나로마트/부여축협본점,126.90900111675556,36.28235979822048,부여군,부여읍,쇼핑,슈퍼/마트,대형슈퍼,34
하나로마트/서부여농협남면점,126.80687300571458,36.21331333277722,부여군,남면,쇼핑,슈퍼/마트,대형슈퍼,3
하나로마트/세도농협임천점,126.89330886012046,36.18856483298145,부여군,임천면,쇼핑,슈퍼/마트,대형슈퍼,14
하늘별빛펜션,126.841562006268,36.3608504769913,부여군,은산면,여행/레저,숙박,펜션,3
하늘채황금수라/[한식],126.91825645664404,36.28025627364427,부여군,부여읍,생활편의,음식점,한식,27
한국전통문화대학교,126.897307492293,36.3082178982834,부여군,규암면,공공편의,교육기관,대학교,216
한국전통문화대학교/전통문화교육원,126.893085639508,36.3089400146741,부여군,규암면,공공편의,교육기관,연수원,4
한길,127.00671478717,36.2666954635982,부여군,초촌면,기업/단체,업종별기업,비금속 광물,6
한준에프알,126.999520833289,36.2839712338841,부여군,초촌면,기업/단체,업종별기업,건설업,6
행복낙지/부여점,126.9091543354582,36.28017869067011,부여군,부여읍,생활편의,음식점,전문음식점,3
헤어스토리,126.910750967532,36.2816098933959,부여군,부여읍,생활편의,생활서비스,미용실,3
현암리돌담집,126.80459784816968,36.27588299990434,부여군,구룡면,여행/레저,숙박,민박,3
형제떡방앗간,126.852644785939,36.3098008027887,부여군,은산면,생활편의,음식점,한식,4
형제제재소,126.858588581875,36.3239103387871,부여군,은산면,쇼핑,건축자재,페인트/유리,4
호텔롯데 롯데리조트부여,126.90072389123355,36.303968401532224,부여군,규암면,여행/레저,숙박,모텔/여관,3
홍산성당,126.758265087858,36.2147277817806,부여군,홍산면,생활편의,종교,성당시설,3
